                      16                       0                     144
                       8                       1                     169
                      10                       1                    2804
                      12                       1                    5268
                      14                       1                    5028
                      16                       1                    2446
                      12                       2                  245676
                      14                       2                  336960
                      16                       2                  214434
                      14                       3                 5961480
                      16                       3                 5408502
                      16                       4                47443474
