                      24                      -1                     242
                      16                       0                     864
                      18                       0                    3168
                      20                       0                    6176
                      22                       0                    5784
                      24                       0                    4780
                      10                       1                     312
                      12                       1                    5744
                      14                       1                   29872
                      16                       1                   79344
                      18                       1                  120736
                      20                       1                  215944
                      22                       1                  205812
                      24                       1                  242218
                      14                       2                  278080
                      16                       2                 2914962
                      18                       2                 7239760
                      20                       2                 8986752
                      22                       2                 6437200
                      24                       2                 4308542
                      16                       3                 2653398
                      18                       3               106778908
                      20                       3               216977944
                      22                       3               201194904
                      24                       3                84859834
                      20                       4              1780923364
                      22                       4              2649332888
                      24                       4              1467592126
                      22                       5             13586945520
                      24                       5             12022739660
                      24                       6             40736208186
