172 -29 9.6270498891594514e+01
166 -28 1.8469391194912598e+03
168 -28 6.9906869094983040e+03
170 -28 8.4215885137725559e+02
172 -28 1.8494876734130296e+04
156 -27 1.4347448172643396e+02
158 -27 2.4413035169926934e+03
160 -27 1.8222305413972907e+04
162 -27 1.0598074590485562e+05
164 -27 2.1389479275748515e+05
166 -27 3.5475514554067038e+05
168 -27 6.8016266732595325e+05
170 -27 1.8804861392690160e+05
172 -27 5.4796560106782150e+05
150 -26 2.5397271841756668e+02
152 -26 1.0965915461161461e+04
154 -26 1.2527155203878228e+05
156 -26 7.6069054820445261e+05
158 -26 2.6859885313442936e+06
160 -26 6.0667775849222168e+06
162 -26 1.1583536072566073e+07
164 -26 1.5579222065371718e+07
166 -26 1.5887120324963791e+07
168 -26 1.6758397351041719e+07
170 -26 6.1597180800037198e+06
172 -26 6.9324749817480184e+06
144 -25 1.1189407270474577e+02
146 -25 1.8883639616155873e+04
148 -25 3.9659492110392614e+05
150 -25 3.3527804971684916e+06
152 -25 1.5833542610192791e+07
154 -25 5.0569475281772353e+07
156 -25 1.1921746073024698e+08
158 -25 2.1802267508714765e+08
160 -25 3.2379950740212846e+08
162 -25 3.8729015683929396e+08
164 -25 3.8726694314769638e+08
166 -25 3.0675775780920303e+08
168 -25 2.2613661570788074e+08
170 -25 8.5473915760554433e+07
172 -25 5.9137184282922886e+07
140 -24 1.3383891787022938e+04
142 -24 5.8359470966314955e+05
144 -24 8.2911298568093395e+06
146 -24 5.5971278406849027e+07
148 -24 2.3790579377294880e+08
150 -24 7.2862745190284479e+08
152 -24 1.7057076410094903e+09
154 -24 3.2283967498430223e+09
156 -24 5.0293195376832819e+09
158 -24 6.5503914105132027e+09
160 -24 7.3207062539259081e+09
162 -24 6.8804953672969522e+09
164 -24 5.5744208788237619e+09
166 -24 3.7101107815782681e+09
168 -24 2.2118773794655623e+09
170 -24 7.9504985074549365e+08
172 -24 4.0064804171939188e+08
134 -23 3.1928930602960659e+03
136 -23 4.2257801279054809e+05
138 -23 1.1190228449806331e+07
140 -23 1.1865108244168724e+08
142 -23 6.9706919078114223e+08
144 -23 2.7936240317991662e+09
146 -23 8.3214679411209888e+09
148 -23 1.9718372478330700e+10
150 -23 3.8385160101286690e+10
152 -23 6.2890000213940399e+10
154 -23 8.8124814372971512e+10
156 -23 1.0712570960670326e+11
158 -23 1.1306348099334615e+11
160 -23 1.0453591918837257e+11
162 -23 8.3576485479626251e+10
164 -23 5.8013220011004974e+10
166 -23 3.3851406064821152e+10
168 -23 1.7187338058539433e+10
170 -23 5.7798575878076277e+09
172 -23 2.2704568409593372e+09
130 -22 1.3851992795526030e+05
132 -22 7.9375829876900222e+06
134 -22 1.4667044264770567e+08
136 -22 1.2870273287635255e+09
138 -22 6.9487422365022144e+09
140 -22 2.6739519507681690e+10
142 -22 7.9394885119602600e+10
144 -22 1.9094718802400757e+11
146 -22 3.8431322922221088e+11
148 -22 6.6148048267676160e+11
150 -22 9.8589294112575464e+11
152 -22 1.2945965020789985e+12
154 -22 1.4965149411328977e+12
156 -22 1.5339825412714844e+12
158 -22 1.3916799028926409e+12
160 -22 1.1208488481823079e+12
162 -22 7.8813097987495679e+11
164 -22 4.8414069601854645e+11
166 -22 2.5185006197889026e+11
168 -22 1.1231496730655632e+11
170 -22 3.4922643882810036e+10
172 -22 1.1180945426982418e+10
124 -21 1.4089343197712427e+04
126 -21 2.7371019405707060e+06
128 -21 1.0070493666302699e+08
130 -21 1.4606682251393149e+09
132 -21 1.1334430752410002e+10
134 -21 5.7734789560412384e+10
136 -21 2.1784936895769473e+11
138 -21 6.4947667985577344e+11
140 -21 1.5958294895711274e+12
142 -21 3.3265059137598188e+12
144 -21 5.9964739143032070e+12
146 -21 9.5051822172558203e+12
148 -21 1.3315255203496471e+13
150 -21 1.6635368183001402e+13
152 -21 1.8626847018166453e+13
154 -21 1.8716769441372305e+13
156 -21 1.6858802460199953e+13
158 -21 1.3576149712516141e+13
160 -21 9.7447652606246523e+12
162 -21 6.1673879035168457e+12
164 -21 3.4032290047737930e+12
166 -21 1.6014297130288772e+12
168 -21 6.3657844621023877e+11
170 -21 1.8250732996415967e+11
172 -21 4.8767081165795235e+10
118 -20 4.8148025058670967e+01
120 -20 3.7382158837254473e+05
122 -20 3.5675528227644920e+07
124 -20 9.7247374320552671e+08
126 -20 1.1809009722393723e+10
128 -20 8.3992742048686600e+10
130 -20 4.1407867121091772e+11
132 -20 1.5496585865264158e+12
134 -20 4.6696494989985957e+12
136 -20 1.1772861238904930e+13
138 -20 2.5424701049821586e+13
140 -20 4.7989311009782750e+13
142 -20 8.0136048578910359e+13
144 -20 1.1942452735301481e+14
146 -20 1.5982061918065681e+14
148 -20 1.9327512930997109e+14
150 -20 2.1179689986596206e+14
152 -20 2.0983737924879447e+14
154 -20 1.8789169055508956e+14
156 -20 1.5225349619251262e+14
158 -20 1.1078984282188784e+14
160 -20 7.2093681542149656e+13
162 -20 4.1452994418066812e+13
164 -20 2.0792349030736383e+13
166 -20 8.9055823585762520e+12
168 -20 3.1965044968728457e+12
170 -20 8.4077334436158582e+11
172 -20 1.9126565027183234e+11
114 -19 1.0390096146142490e+04
116 -19 5.4573293395193890e+06
118 -19 3.4742033239215881e+08
120 -19 7.5358591055383892e+09
122 -19 8.0788257724259308e+10
124 -19 5.4255690606597900e+11
126 -19 2.6126959216775469e+12
128 -19 9.8098530733338789e+12
130 -19 3.0034710599262859e+13
132 -19 7.7671442755368875e+13
134 -19 1.7411922557703075e+14
136 -19 3.4318271565976388e+14
138 -19 6.0290853094427512e+14
140 -19 9.5024880418163475e+14
142 -19 1.3548836726564192e+15
144 -19 1.7569429651325952e+15
146 -19 2.0720064350267338e+15
148 -19 2.2308606615823088e+15
150 -19 2.1905316624545460e+15
152 -19 1.9607377489425758e+15
154 -19 1.5954293248549580e+15
156 -19 1.1772342575518582e+15
158 -19 7.8224682786720725e+14
160 -19 4.6615534809881012e+14
162 -19 2.4539906713812553e+14
164 -19 1.1287983443764997e+14
166 -19 4.4249487150246805e+13
168 -19 1.4438688170011895e+13
170 -19 3.4839924268873569e+12
172 -19 6.8174339635583374e+11
