                      72                      -6              1264750240
                      68                      -5               635672120
                      70                      -5              6663014452
                      64                      -4               215524482
                      66                      -4              2970559880
                      68                      -4             13528601282
                      60                      -3                47462208
                      62                      -3               810431080
                      64                      -3              5121361968
                      66                      -3             13663112476
                      56                      -2                 7283906
                      58                      -2               137326464
                      60                      -2              1078712788
                      62                      -2              4151590880
                      64                      -2              7381428028
                      52                      -1                  733560
                      54                      -1                14989796
                      56                      -1               131154200
                      58                      -1               630155676
                      60                      -1              1660433524
                      62                      -1              2128616100
                      48                       0                   44714
                      50                       0                  950448
                      52                       0                 9010170
                      54                       0                48514008
                      56                       0               160190264
                      58                       0               309928664
                      60                       0               306165828
                      44                       1                    1240
                      46                       1                   27120
                      48                       1                  268044
                      50                       1                 1561576
                      52                       1                 5807872
                      54                       1                14210848
                      56                       1                21728844
                      58                       1                18410072
                      48                       2                     880
                      50                       2                   12280
                      52                       2                   71332
                      54                       2                  200512
                      56                       2                  293966
                      52                       3                      76
                      54                       3                     512
