                      24                      -1                     128
                      16                       0                     486
                      18                       0                    1728
                      20                       0                    3338
                      22                       0                    3048
                      24                       0                    2512
                      10                       1                     180
                      12                       1                    3224
                      14                       1                   16384
                      16                       1                   42636
                      18                       1                   63736
                      20                       1                   92284
                      22                       1                   77712
                      24                       1                   78100
                      14                       2                   93280
                      16                       2                  943452
                      18                       2                 2274280
                      20                       2                 2748180
                      22                       2                 1924696
                      24                       2                 1024004
                      16                       3                  527616
                      18                       3                20351956
                      20                       3                39705292
                      22                       3                35613252
                      24                       3                14637276
                      20                       4               198174366
                      22                       4               280302296
                      24                       4               149645080
                      22                       5               872896512
                      24                       5               729411032
                      24                       6              1492665418
