                      72                     -10                     106
                      68                      -9                    2472
                      70                      -9                    7668
                      64                      -8                   25932
                      66                      -8                  145816
                      68                      -8                  233874
                      60                      -7                  161148
                      62                      -7                 1180276
                      64                      -7                 3306204
                      66                      -7                 3582372
                      56                      -6                  618670
                      58                      -6                 5303360
                      60                      -6                19517316
                      62                      -6                36588736
                      64                      -6                30107606
                      52                      -5                 1534400
                      54                      -5                14444072
                      56                      -5                62623944
                      58                      -5               155305408
                      60                      -5               220737332
                      62                      -5               149320916
                      48                      -4                 2508976
                      50                      -4                24843008
                      52                      -4               119578020
                      54                      -4               350975296
                      56                      -4               666213822
                      58                      -4               774945784
                      60                      -4               457431742
                      42                      -3                    6008
                      44                      -3                 2653252
                      46                      -3                27418632
                      48                      -3               139459568
                      50                      -3               459863708
                      52                      -3              1037051268
                      54                      -3              1628375012
                      56                      -3              1639931772
                      58                      -3               885370484
                      38                      -2                   10432
                      40                      -2                 1830872
                      42                      -2                18764016
                      44                      -2               100051236
                      46                      -2               350615952
                      48                      -2               898542914
                      50                      -2              1682998144
                      52                      -2              2315144504
                      54                      -2              2112849320
                      56                      -2              1083621132
                      34                      -1                    8360
                      36                      -1                  772848
                      38                      -1                 7737200
                      40                      -1                41530496
                      42                      -1               153101732
                      44                      -1               420188524
                      46                      -1               905295344
                      48                      -1              1495837532
                      50                      -1              1891789236
                      52                      -1              1628456852
                      54                      -1               820968024
                      30                       0                    3024
                      32                       0                  180992
                      34                       0                 1709712
                      36                       0                 9107996
                      38                       0                33940880
                      40                       0                98701874
                      42                       0               231103904
                      44                       0               447833694
                      46                       0               691948480
                      48                       0               844645698
                      50                       0               715002920
                      52                       0               368688154
                      26                       1                     420
                      28                       1                   17520
                      30                       1                  153848
                      32                       1                  783980
                      34                       1                 2900340
                      36                       1                 8654964
                      38                       1                22297380
                      40                       1                49418900
                      42                       1                94505604
                      44                       1               147630996
                      46                       1               186004028
                      48                       1               163671432
                      50                       1                91731580
                      30                       2                     744
                      32                       2                   31456
                      34                       2                  241512
                      36                       2                 1048496
                      38                       2                 3107288
                      40                       2                 7127566
                      42                       2                12615816
                      44                       2                17957628
                      46                       2                17571448
                      48                       2                11646868
                      34                       3                     536
                      36                       3                   13628
                      38                       3                   86256
                      40                       3                  276048
                      42                       3                  596700
                      44                       3                  758204
                      46                       3                  687316
                      36                       4                      40
                      38                       4                     248
                      40                       4                    2520
                      42                       4                    6208
                      44                       4                   12680
                      40                       5                      16
                      42                       5                      72
