                      40                      -4                       1
                      36                      -3                      24
                      38                      -3                      36
                      32                      -2                     236
                      34                      -2                     736
                      36                      -2                     744
                      28                      -1                     704
                      30                      -1                    2704
                      32                      -1                    4700
                      34                      -1                    3596
                      24                       0                     761
                      26                       0                    3056
                      28                       0                    6888
                      30                       0                    8608
                      32                       0                    5974
                      18                       1                       4
                      20                       1                     228
                      22                       1                     980
                      24                       1                    2152
                      26                       1                    3676
                      28                       1                    3844
                      30                       1                    2856
                      24                       2                      88
                      26                       2                     216
                      28                       2                     318
