                      16                       0                       9
                       8                       1                      16
                      10                       1                     212
                      12                       1                     336
                      14                       1                     276
                      16                       1                     124
                      12                       2                    1686
                      14                       2                    1656
                      16                       2                     864
                      14                       3                    3444
                      16                       3                    2040
                      16                       4                    1987
