                      40                      -4                       4
                      42                      -4                       4
                      36                      -3                      52
                      38                      -3                     136
                      40                      -3                      94
                      32                      -2                     508
                      34                      -2                    1752
                      36                      -2                    2588
                      38                      -2                    1508
                      28                      -1                    1500
                      30                      -1                    5768
                      32                      -1                   11584
                      34                      -1                   12800
                      36                      -1                    6494
                      22                       0                      24
                      24                       0                    1528
                      26                       0                    6708
                      28                       0                   14944
                      30                       0                   23916
                      32                       0                   21940
                      34                       0                   11836
                      18                       1                      16
                      20                       1                     498
                      22                       1                    1960
                      24                       1                    5024
                      26                       1                    8392
                      28                       1                   12460
                      30                       1                   11600
                      32                       1                    7440
                      22                       2                       8
                      24                       2                     268
                      26                       2                     920
                      28                       2                    1336
                      30                       2                    1464
                      28                       3                      26
