                      46                      -4                       4
                      48                      -4                       4
                      36                      -3                     118
                      38                      -3                     240
                      40                      -3                     244
                      42                      -3                     232
                      44                      -3                     141
                      46                      -3                      56
                      48                      -3                       8
                      52                      -3                       1
                      30                      -2                     184
                      32                      -2                    1552
                      34                      -2                    3380
                      36                      -2                    4840
                      38                      -2                    4076
                      40                      -2                    2884
                      42                      -2                    1312
                      44                      -2                     420
                      46                      -2                      60
                      48                      -2                      12
                      24                      -1                      38
                      26                      -1                    1840
                      28                      -1                    9324
                      30                      -1                   23040
                      32                      -1                   37242
                      34                      -1                   41416
                      36                      -1                   34296
                      38                      -1                   20816
                      40                      -1                    9508
                      42                      -1                    2896
                      44                      -1                     574
                      46                      -1                      32
                      48                      -1                       8
                      20                       0                     264
                      22                       0                    4700
                      24                       0                   21324
                      26                       0                   59484
                      28                       0                  114392
                      30                       0                  165928
                      32                       0                  182656
                      34                       0                  155236
                      36                       0                   99344
                      38                       0                   46752
                      40                       0                   15340
                      42                       0                    3088
                      44                       0                     320
                      46                       0                      56
                      16                       1                     244
                      18                       1                    2536
                      20                       1                   11671
                      22                       1                   35384
                      24                       1                   87276
                      26                       1                  173904
                      28                       1                  290393
                      30                       1                  377712
                      32                       1                  381300
                      34                       1                  282640
                      36                       1                  153174
                      38                       1                   55504
                      40                       1                   13060
                      42                       1                    1608
                      44                       1                     128
                      18                       2                      40
                      20                       2                    1376
                      22                       2                   11252
                      24                       2                   43184
                      26                       2                  124200
                      28                       2                  245324
                      30                       2                  368704
                      32                       2                  375724
                      34                       2                  265640
                      36                       2                  119740
                      38                       2                   34288
                      40                       2                    4972
                      42                       2                     568
                      22                       3                     216
                      24                       3                    4384
                      26                       3                   22144
                      28                       3                   73040
                      30                       3                  133376
                      32                       3                  169062
                      34                       3                  116800
                      36                       3                   49154
                      38                       3                    9992
                      40                       3                    1194
                      26                       4                     500
                      28                       4                    3760
                      30                       4                   17272
                      32                       4                   24380
                      34                       4                   27200
                      36                       4                    9732
                      38                       4                    2036
                      28                       5                      44
                      30                       5                     264
                      32                       5                    1492
                      34                       5                    1192
                      36                       5                    1782
                      32                       6                      16
                      34                       6                      40
