                      24                      -1                      50
                      16                       0                     216
                      18                       0                     720
                      20                       0                    1364
                      22                       0                    1176
                      24                       0                     964
                      10                       1                      84
                      12                       1                    1424
                      14                       1                    6892
                      16                       1                   17160
                      18                       1                   24664
                      20                       1                   28600
                      22                       1                   20280
                      24                       1                   15250
                      14                       2                   19900
                      16                       2                  186042
                      18                       2                  419128
                      20                       2                  475440
                      22                       2                  315304
                      24                       2                  130910
                      16                       3                   53460
                      18                       3                 1876816
                      20                       3                 3330772
                      22                       3                 2758200
                      24                       3                 1063790
                      20                       4                 8362088
                      22                       4                10481576
                      24                       4                 5109274
                      22                       5                16370988
                      24                       5                11868506
                      24                       6                12033330
