                      64                      -7                 1143638
                      60                      -6                 3052576
                      62                      -6                18939392
                      56                      -5                 4573288
                      58                      -5                40086480
                      60                      -5               116722296
                      52                      -4                 4228620
                      54                      -4                45644392
                      56                      -4               191381892
                      58                      -4               350566820
                      48                      -3                 2602436
                      50                      -3                30940244
                      52                      -3               160896176
                      54                      -3               430624236
                      56                      -3               563436068
                      44                      -2                 1050256
                      46                      -2                13301436
                      48                      -2                76527524
                      50                      -2               255659936
                      52                      -2               493681426
                      54                      -2               499425928
                      40                      -1                  270474
                      42                      -1                 3485840
                      44                      -1                21439840
                      46                      -1                79461240
                      48                      -1               192604674
                      50                      -1               289550116
                      52                      -1               241540948
                      36                       0                   39920
                      38                       0                  512936
                      40                       0                 3220169
                      42                       0                12758772
                      44                       0                34394040
                      46                       0                65431388
                      48                       0                81915320
                      50                       0                60481632
                      30                       1                       4
                      32                       1                    2544
                      34                       1                   32184
                      36                       1                  200572
                      38                       1                  810612
                      40                       1                 2341619
                      42                       1                 5048828
                      44                       1                 8318186
                      46                       1                 9621232
                      48                       1                 7092016
                      36                       2                    2376
                      38                       2                   22200
                      40                       2                   95052
                      42                       2                  244972
                      44                       2                  374240
                      46                       2                  359756
                      40                       3                     370
                      42                       3                    1920
                      44                       3                    4316
