                      16                       0                     144
                      18                       0                     120
                      20                       0                     240
                      10                       1                     336
                      12                       1                    2116
                      14                       1                    4880
                      16                       1                    5660
                      18                       1                    4056
                      20                       1                    2984
                      12                       2                    2460
                      14                       2                   60392
                      16                       2                  107784
                      18                       2                   93696
                      20                       2                   39772
                      16                       3                  549580
                      18                       3                  695464
                      20                       3                  372904
                      18                       4                 1900368
                      20                       4                 1455236
                      20                       5                 2326320
