                      80                      -4               863338777
                      76                      -3               114633744
                      78                      -3              1655056132
                      72                      -2                10238916
                      74                      -2               195157536
                      76                      -2              1165345384
                      68                      -1                  548064
                      70                      -1                13154584
                      72                      -1               111834200
                      74                      -1               374579816
                      64                       0                   17561
                      66                       0                  472456
                      68                       0                 5077228
                      70                       0                25497688
                      72                       0                54658914
                      60                       1                     252
                      62                       1                    7480
                      64                       1                   91352
                      66                       1                  583936
                      68                       1                 1944308
                      70                       1                 2901936
                      64                       2                      88
                      66                       2                    1176
                      68                       2                    5392
