                      16                       0                     169
                       8                       1                     196
                      10                       1                    3272
                      12                       1                    6176
                      14                       1                    5916
                      16                       1                    2884
                      12                       2                  330276
                      14                       2                  456296
                      16                       2                  291504
                      14                       3                 9250544
                      16                       3                 8462880
                      16                       4                85152487
