                      56                      -7                       2
                      52                      -6                      80
                      54                      -6                     184
                      48                      -5                    1172
                      50                      -5                    4792
                      52                      -5                    5880
                      44                      -4                    7136
                      46                      -4                   38536
                      48                      -4                   83265
                      50                      -4                   70604
                      40                      -3                   22393
                      42                      -3                  139332
                      44                      -3                  396062
                      46                      -3                  591328
                      48                      -3                  401245
                      36                      -2                   37776
                      38                      -2                  250360
                      40                      -2                  826696
                      42                      -2                 1640684
                      44                      -2                 1922452
                      46                      -2                 1141868
                      30                      -1                     196
                      32                      -1                   32638
                      34                      -1                  228888
                      36                      -1                  807762
                      38                      -1                 1890400
                      40                      -1                 2982206
                      42                      -1                 2999100
                      44                      -1                 1683542
                      26                       0                     192
                      28                       0                   14244
                      30                       0                   95936
                      32                       0                  359133
                      34                       0                  905840
                      36                       0                 1716240
                      38                       0                 2375584
                      40                       0                 2229834
                      42                       0                 1267920
                      22                       1                      56
                      24                       1                    2312
                      26                       1                   14604
                      28                       1                   53424
                      30                       1                  140596
                      32                       1                  294795
                      34                       1                  510604
                      36                       1                  703710
                      38                       1                  687640
                      40                       1                  434179
                      26                       2                      48
                      28                       2                    2272
                      30                       2                   11920
                      32                       2                   33276
                      34                       2                   61356
                      36                       2                   73196
                      38                       2                   60972
                      30                       3                      12
                      32                       3                     394
                      34                       3                    1252
                      36                       3                    2208
                      34                       4                      12
