                      36                      -2                     276
                      32                      -1                     384
                      34                      -1                    1568
                      28                       0                     216
                      30                       0                    1104
                      32                       0                    2112
                      24                       1                      40
                      26                       1                     232
                      28                       1                     556
                      30                       1                     648
                      28                       2                       4
