                      56                      -7                       8
                      58                      -7                      16
                      52                      -6                     200
                      54                      -6                     688
                      56                      -6                     736
                      48                      -5                    2340
                      50                      -5                   11400
                      52                      -5                   21828
                      54                      -5                   15944
                      44                      -4                   13164
                      46                      -4                   77040
                      48                      -4                  199636
                      50                      -4                  266616
                      52                      -4                  151148
                      40                      -3                   41116
                      42                      -3                  261216
                      44                      -3                  811752
                      46                      -3                 1477328
                      48                      -3                 1550600
                      50                      -3                  765472
                      34                      -2                     336
                      36                      -2                   67956
                      38                      -2                  465856
                      40                      -2                 1587936
                      42                      -2                 3515952
                      44                      -2                 5101132
                      46                      -2                 4608464
                      48                      -2                 2133460
                      30                      -1                     784
                      32                      -1                   61080
                      34                      -1                  416264
                      36                      -1                 1544052
                      38                      -1                 3790984
                      40                      -1                 6821236
                      42                      -1                 8638768
                      44                      -1                 7213152
                      46                      -1                 3347160
                      26                       0                     640
                      28                       0                   26888
                      30                       0                  177896
                      32                       0                  673132
                      34                       0                 1805304
                      36                       0                 3680112
                      38                       0                 5900512
                      40                       0                 7077764
                      42                       0                 5830488
                      44                       0                 2853756
                      22                       1                     160
                      24                       1                    4452
                      26                       1                   27016
                      28                       1                  100788
                      30                       1                  275392
                      32                       1                  624700
                      34                       1                 1201208
                      36                       1                 1930392
                      38                       1                 2443600
                      40                       1                 2157088
                      42                       1                 1199520
                      26                       2                     216
                      28                       2                    5624
                      30                       2                   30000
                      32                       2                   90872
                      34                       2                  189104
                      36                       2                  292716
                      38                       2                  308296
                      40                       2                  220304
                      30                       3                     136
                      32                       3                    1460
                      34                       3                    6096
                      36                       3                   11044
                      38                       3                   13520
                      32                       4                      16
                      34                       4                      48
                      36                       4                     200
