                      64                      -6                15516804
                      60                      -5                16865992
                      62                      -5               132829904
                      56                      -4                11387262
                      58                      -4               119870816
                      60                      -4               424740310
                      52                      -3                 4822480
                      54                      -3                62294104
                      56                      -3               306219072
                      58                      -3               655774424
                      48                      -2                 1370254
                      50                      -2                19353704
                      52                      -2               117280600
                      54                      -2               358135536
                      56                      -2               526786972
                      44                      -1                  247880
                      46                      -1                 3738096
                      48                      -1                24909608
                      50                      -1                94153888
                      52                      -1               201209036
                      54                      -1               220388992
                      40                       0                   26346
                      42                       0                  405664
                      44                       0                 2886242
                      46                       0                12033344
                      48                       0                31929676
                      50                       0                51472800
                      52                       0                45188556
                      36                       1                    1240
                      38                       1                   19200
                      40                       1                  139580
                      42                       1                  619368
                      44                       1                 1819424
                      46                       1                 3691896
                      48                       1                 4914180
                      50                       1                 3919456
                      40                       2                     880
                      42                       2                    9048
                      44                       2                   40348
                      46                       2                   90064
                      48                       2                  113078
                      44                       3                      76
                      46                       3                     400
