                      16                       0                     196
                      18                       0                     168
                      20                       0                     336
                      10                       1                     448
                      12                       1                    2887
                      14                       1                    6768
                      16                       1                    7980
                      18                       1                    5792
                      20                       1                    4995
                      12                       2                    4284
                      14                       2                  108588
                      16                       2                  199588
                      18                       2                  177816
                      20                       2                   76832
                      16                       3                 1309186
                      18                       3                 1726560
                      20                       3                  952308
                      18                       4                 6066148
                      20                       4                 4883088
                      20                       5                10087628
