                      56                      -4                  870589
                      52                      -3                  534176
                      54                      -3                 4170184
                      48                      -2                  198004
                      50                      -2                 2005696
                      52                      -2                 6847338
                      44                      -1                   41664
                      46                      -1                  514000
                      48                      -1                 2384588
                      50                      -1                 4773980
                      40                       0                    4961
                      42                       0                   66016
                      44                       0                  373840
                      46                       0                 1049648
                      48                       0                 1401336
                      36                       1                     252
                      38                       1                    3544
                      40                       1                   21752
                      42                       1                   74592
                      44                       1                  142444
                      46                       1                  140728
                      40                       2                      88
                      42                       2                     600
                      44                       2                    1576
