                      24                      -1                     588
                      26                      -1                     336
                      28                      -1                     964
                      16                       0                     256
                      18                       0                    3136
                      20                       0                    7800
                      22                       0                   15888
                      24                       0                   17804
                      26                       0                   14264
                      28                       0                   13912
                      12                       1                    1400
                      14                       1                    9928
                      16                       1                   47068
                      18                       1                  122488
                      20                       1                  240504
                      22                       1                  373592
                      24                       1                  455904
                      26                       1                  364640
                      28                       1                  224756
                      14                       2                   11816
                      16                       2                  314916
                      18                       2                 2084912
                      20                       2                 5516160
                      22                       2                 8072664
                      24                       2                 8036356
                      26                       2                 5267088
                      28                       2                 2762408
                      18                       3                 2707368
                      20                       3                36979052
                      22                       3                88267608
                      24                       3               103670772
                      26                       3                68562160
                      28                       3                25505012
                      20                       4                 6475604
                      22                       4               330907976
                      24                       4               634915956
                      26                       4               542644760
                      28                       4               205722048
                      24                       5              1529191692
                      26                       5              2100560600
                      28                       5              1033760368
                      26                       6              3447247496
                      28                       6              2703541068
                      28                       7              3112919712
