                      16                       0                     400
                      18                       0                     360
                      20                       0                     720
                      10                       1                     880
                      12                       1                    5908
                      14                       1                   14256
                      16                       1                   17292
                      18                       1                   12824
                      20                       1                   16872
                      12                       2                   15660
                      14                       2                  419400
                      16                       2                  809992
                      18                       2                  751152
                      20                       2                  333980
                      16                       3                 9637900
                      18                       3                13602024
                      20                       3                 7850232
                      18                       4                86646352
                      20                       4                75536196
                      20                       5               285336128
